12297710;26016466;111460005;
12297710;111460005;111460004;
12297710;111460004;111460003;
12297710;111460003;111460002;
12297710;111460002;111461652;
12297710;111461652;111461655;
12297710;111461655;111461657;
12297710;111461657;111461658;
12297710;111461658;111461660;
12297710;111461660;111461662;
12297710;111461662;1110673479;
13702954;126396967;126397457;
13702954;126397457;126397456;
13702954;126397456;126397455;
13702954;126397455;3540014383;
13703057;126398059;26016446;
13703046;26016445;126398316;
13703302;126401368;126401364;
13703302;126401364;3545879709;
13703302;3545879709;3545879710;
13703302;3545879710;3545879711;
13703302;3545879711;126397454;
13703336;126401370;126401368;
13703039;126398316;26016447;
13703039;26016447;784545881;
13703402;126401368;126402750;
13703402;126402750;126402749;
13703402;126402749;126402748;
13703402;126402748;126402747;
13703402;126402747;126402746;
13703402;126402746;126402745;
13703402;126402745;126411675;
13703402;126411675;126411674;
13703402;126411674;26016440;
13703488;126404010;126404013;
13703488;126404013;126404015;
13703488;126404015;1664450373;
13703488;1664450373;126404018;
13703488;126404018;126401370;
13703488;126401370;126404022;
13703488;126404022;126404023;
13703488;126404023;126404025;
13703488;126404025;1664450370;
13703488;1664450370;126404027;
13703488;126404027;126404031;
13703488;126404031;126404010;
13800268;128668277;128669959;
13800268;128669959;128669960;
13800268;128669960;128669963;
13800268;128669963;128669964;
13800268;128669964;128669966;
13800268;128669966;2178845900;
13848119;126401360;129692094;
13848119;129692094;129692092;
324604400;479183292;3313152712;
324604400;3313152712;3313152713;
28394263;311889366;311889364;
28394263;311889364;428214902;
28394263;428214902;311889362;
28394263;311889362;311889360;
28394263;311889360;311889358;
28394263;311889358;428214901;
28394263;428214901;428216538;
28394263;428216538;311889356;
28394284;126404025;1664450359;
28394284;1664450359;1664450334;
28394284;1664450334;506097316;
28394284;506097316;503018152;
28394284;503018152;311889633;
28394284;311889633;503018129;
28394284;503018129;311889597;
28394279;311889583;503018138;
28394279;503018138;311889582;
28394279;311889582;503018170;
28394279;503018170;503018222;
28394279;503018222;1664450327;
28394279;1664450327;311889581;
28394279;311889581;126404027;
28618312;2178845902;2178845906;
28618312;2178845906;128669170;
28618312;128669170;128669171;
28618312;128669171;128669172;
28618312;128669172;128669173;
13848683;129788146;129786475;
13848683;129786475;1110673655;
41379105;506097294;503018152;
34613887;311888522;1788787231;
34613887;1788787231;311889074;
34613887;311889074;314043899;
28593894;314074370;314074569;
28593894;314074569;314074571;
28593894;314074571;314074573;
28593894;314074573;314074574;
28593894;314074574;314074576;
28593894;314074576;314074579;
28593894;314074579;314074580;
28593894;314074580;314074581;
28593894;314074581;314074583;
28593894;314074583;314074584;
28593894;314074584;314074585;
28593894;314074585;314074587;
28593894;314074587;314074588;
28593894;314074588;314074590;
28593894;314074590;314074591;
28593894;314074591;314074592;
28593894;314074592;314074594;
28593894;314074594;428215431;
28593894;428215431;314074595;
28593894;314074595;314074596;
28593894;314074596;314074598;
28593894;314074598;428214881;
28593894;428214881;314074599;
28593894;314074599;314074689;
28593894;314074689;314074691;
28593894;314074691;314074695;
28593894;314074695;314074697;
28593894;314074697;428215448;
28593894;428215448;314074702;
28593894;314074702;314074704;
28593894;314074704;3396198965;
28593894;3396198965;314074706;
28618313;1840161093;126397454;
39846852;428216357;428214901;
39846859;428216356;477729698;
39846859;477729698;477729714;
39846859;477729714;477729729;
39846859;477729729;428214951;
28618311;128668277;314553198;
28618311;314553198;1788786376;
28618311;1788786376;428471589;
28618311;428471589;1788786354;
28618311;1788786354;314553200;
28618311;314553200;314553220;
28618311;314553220;314553222;
28594022;314075581;1788786383;
28594022;1788786383;314075584;
12296600;111448461;111451063;
12296600;111451063;1353859185;
12296600;1353859185;129667169;
12296600;129667169;1353859198;
28594021;314075546;314075570;
28594021;314075570;314075571;
28594021;314075571;314075573;
28594021;314075573;314075575;
28594021;314075575;314075577;
28594021;314075577;314075579;
28594021;314075579;314075580;
28594021;314075580;314075581;
28594021;314075581;314075582;
28594021;314075582;314075583;
35539787;26016465;26016467;
35539787;26016467;437000332;
35539786;26016466;26016464;
35539786;26016464;26016462;
35539786;26016462;26016460;
35539786;26016460;3092563540;
35539786;3092563540;26016458;
35539786;26016458;26016456;
35539786;26016456;26016454;
35539786;26016454;26016452;
35539786;26016452;26016450;
35539786;26016450;784545905;
12300807;437000331;26016468;
12300807;26016468;26016466;
39896045;478928174;1788785725;
39896756;478928174;478928361;
39896756;478928361;478928380;
39896756;478928380;478928659;
39896756;478928659;1594649025;
39896756;1594649025;478928715;
39911751;479183608;479183645;
39911751;479183645;3313152683;
39911751;3313152683;479183683;
39911751;479183683;479183720;
39911751;479183720;3313152706;
39911751;3313152706;479183794;
39911806;479184346;1108247111;
39911806;1108247111;479184362;
39914646;479225641;479226267;
39914646;479226267;479226277;
39914646;479226277;479226291;
39914646;479226291;479226309;
39914599;1594649006;479225615;
39914599;479225615;479225626;
39914627;478928715;479225977;
39914627;479225977;479225996;
39914627;479225996;4108129697;
39914627;4108129697;4108129696;
39914627;4108129696;479226021;
39914627;479226021;479226028;
39914627;479226028;479226049;
39914627;479226049;479226065;
39914627;479226065;479225864;
39914619;479225744;479225855;
39914619;479225855;479225864;
39914619;479225864;479225876;
39914619;479225876;479225885;
39914619;479225885;479225897;
39914619;479225897;479225907;
39914609;479225641;479225678;
39914609;479225678;479225707;
39914609;479225707;479225722;
39914609;479225722;479225728;
39914609;479225728;479225744;
39914609;479225744;479225754;
39914609;479225754;479225765;
39914609;479225765;479225779;
39914609;479225779;479236294;
39914609;479236294;1788785687;
39914609;1788785687;285910998;
39914609;285910998;111459759;
39920767;479292807;479293073;
39920767;479293073;479293054;
39920767;479293054;479297762;
39920767;479297762;479293031;
39920767;479293031;479297761;
39920767;479297761;479293008;
39920767;479293008;479412037;
39920767;479412037;479292937;
39920767;479292937;479292919;
39920767;479292919;479292902;
39920767;479292902;479309406;
39920767;479309406;479412088;
39920767;479412088;479411820;
39920767;479411820;479292879;
39921294;479297772;479309290;
39921294;479309290;479297773;
39921294;479297773;479297762;
39922113;479309406;479309422;
39922113;479309422;479309437;
39922113;479309437;479309444;
39922113;479309444;479309465;
39922113;479309465;479309290;
39922119;479309290;479309617;
39922119;479309617;479309636;
39922119;479309636;1143318805;
39928988;479411820;479411827;
39928988;479411827;479411836;
39928988;479411836;479411875;
39928988;479411875;479411888;
39928988;479411888;479411901;
39929092;479416369;335983976;
39929093;479416374;479416377;
39929093;479416377;479416380;
39929093;479416380;479416389;
39935525;479520029;479520023;
39935524;479520028;479520025;
39935632;111452218;3396198605;
39935632;3396198605;3396198603;
39935632;3396198603;479522005;
39935632;479522005;479522008;
39935632;479522008;428215355;
39935632;428215355;428215369;
39935632;428215369;479522010;
39935632;479522010;479522013;
39935632;479522013;479512746;
36835970;428214899;428214952;
36835970;428214952;428214951;
36835965;428214902;428214944;
36835965;428214944;428214945;
36835965;428214945;428214946;
36835969;428214906;2106234991;
36835969;2106234991;1108285760;
36835969;1108285760;428214952;
36835963;428215585;428214881;
36835963;428214881;428214908;
36835963;428214908;428214909;
36835963;428214909;428214910;
36835963;428214910;428214911;
36835963;428214911;428214912;
36835963;428214912;3149005243;
36835963;3149005243;428214913;
36835963;428214913;428215439;
36835963;428215439;428214914;
36835963;428214914;428214915;
36835963;428214915;428214916;
36835963;428214916;428214917;
36835963;428214917;428214918;
36835963;428214918;428214919;
36835963;428214919;428214920;
36835963;428214920;428214921;
36835963;428214921;428214922;
36835963;428214922;428214923;
36835963;428214923;428214924;
36835963;428214924;428215376;
36835963;428215376;428214925;
36835963;428214925;428214926;
36835963;428214926;497171016;
36835963;497171016;428214927;
36835963;428214927;428214928;
36836034;428215411;428215412;
36836034;428215412;428215413;
36836034;428215413;428215414;
36836034;428215414;428215415;
36836034;428215415;428215416;
36836034;428215416;428215417;
36836034;428215417;428215418;
36836034;428215418;428215419;
36836034;428215419;428215420;
36836034;428215420;428215389;
36836033;428215403;428215404;
36836033;428215404;428215405;
36836033;428215405;428215406;
36836033;428215406;428215407;
36836033;428215407;428215408;
36836033;428215408;428215409;
36836033;428215409;428215410;
36836162;428216538;428216358;
36836035;428215421;428215422;
36836035;428215422;428215426;
36836035;428215426;428215427;
36836035;428215427;428215411;
36836035;428215411;314074579;
36836030;428215376;428215377;
36836030;428215377;428215378;
36836030;428215378;428215379;
36836030;428215379;428215381;
36836030;428215381;428215383;
36836030;428215383;428215384;
36836030;428215384;428215385;
36836030;428215385;428215387;
36836030;428215387;428215388;
36836030;428215388;428215389;
36836030;428215389;428215390;
36836030;428215390;428215391;
36836030;428215391;428215392;
36836030;428215392;428215393;
36836030;428215393;428215394;
36836030;428215394;428215395;
36836030;428215395;428215370;
36836030;428215370;428215372;
36836036;428215431;428215432;
36836036;428215432;428215433;
36836036;428215433;428215434;
36836036;428215434;428215435;
36836036;428215435;428215436;
36836036;428215436;428215437;
36836036;428215437;428215438;
36836036;428215438;428215439;
36836152;428216358;428216357;
36854000;1840161060;479297791;
36854000;479297791;1840161058;
36854000;1840161058;479297795;
36854000;479297795;479297762;
41182337;503018129;503018132;
41182337;503018132;503018135;
41182337;503018135;503018138;
41182338;128672584;503018143;
41182338;503018143;503018146;
47938035;2178845900;2178845902;
47938035;2178845902;1840161086;
47938035;1840161086;1840161088;
63202743;129784803;129784804;
63202743;129784804;129784806;
63202743;129784806;26016458;
63202744;784545908;126396967;
63202744;126396967;26016448;
63202744;26016448;126398059;
140357935;1537859379;1537859380;
140357935;1537859380;1537859376;
140357935;1537859376;1537859369;
140357935;1537859369;1537859366;
140357935;1537859366;1537859374;
140357935;1537859374;1537859363;
140357935;1537859363;1537859369;
28394276;1264279362;111798983;
28394276;111798983;428214900;
28394276;428214900;311889356;
28394276;311889356;311889583;
28394276;311889583;311889597;
28394276;311889597;311889487;
28394276;311889487;1537859379;
28394276;1537859379;311889489;
30444185;479435875;297880372;
30444185;297880372;1296455176;
30444185;1296455176;285910461;
39914658;297880483;297880486;
39914658;297880486;479226643;
39914658;479226643;479226659;
39914658;479226659;479226661;
39914658;479226661;479225641;
39928992;479412063;479412004;
39928992;479412004;479292937;
41379106;428216358;428216359;
41379106;428216359;428216360;
41379106;428216360;428216361;
41379106;428216361;428216362;
41379106;428216362;428216363;
41379106;428216363;428216364;
39915333;297880486;479236032;
39915333;479236032;479236050;
39915333;479236050;479236074;
39915333;479236074;479236087;
39915333;479236087;479236102;
39915333;479236102;479236120;
39915333;479236120;479235838;
36836149;428214944;428216343;
36836149;428216343;428216344;
36836149;428216344;428216345;
36836149;428216345;428216346;
36836149;428216346;1105955007;
36836149;1105955007;428214948;
36836149;428214948;428216347;
36836149;428216347;428216348;
36836149;428216348;428216349;
36836149;428216349;428216350;
36836149;428216350;428216351;
36836149;428216351;1108285814;
36836149;1108285814;428214899;
39929091;479411964;479292879;
39929091;479292879;479416337;
39929091;479416337;479411934;
39929091;479411934;2581829743;
39911832;479183794;479184900;
39911832;479184900;479184926;
39911832;479184926;479185130;
39911832;479185130;1110673634;
39911832;1110673634;478927704;
40859289;497171009;497171011;
39914661;479226734;479226762;
39914661;479226762;479226826;
39914661;479226826;479226769;
39914661;479226769;479225641;
13799864;128668278;128668277;
39928991;479412037;479412044;
39928991;479412044;479412063;
40859288;497171006;497171008;
39928990;479411964;479412004;
39846874;1105955007;477729987;
39846874;477729987;477729994;
39846874;477729994;428216357;
39935523;479520015;479520016;
39935523;479520016;479520017;
39935523;479520017;1108247081;
39935523;1108247081;479520018;
39935523;479520018;479520019;
39935523;479520019;479520020;
39935523;479520020;479520021;
39935523;479520021;479520023;
39935523;479520023;479520025;
39935523;479520025;479520026;
39911803;479184232;129786479;
95841100;1110673451;111462213;
95841100;111462213;111462217;
95841100;111462217;111462218;
95841100;111462218;111463991;
95841100;111463991;111463992;
95841100;111463992;111463993;
95841100;111463993;111463995;
95841100;111463995;111463996;
95841100;111463996;111463998;
95841100;111463998;3092563534;
95841100;3092563534;111463999;
95841100;111463999;111464001;
95841100;111464001;111464003;
95841100;111464003;111464004;
95841100;111464004;3092563532;
95841100;3092563532;111464006;
95841100;111464006;111464007;
95841100;111464007;111464009;
95841100;111464009;26016909;
95841100;26016909;111464010;
95841100;111464010;26016908;
95841100;26016908;111464012;
95841100;111464012;111464014;
95841100;111464014;26016457;
95841106;1110673417;1110673451;
95841130;1110673706;111461663;
95841130;111461663;1110673430;
95841130;1110673430;111461666;
95841153;1110673479;1110673706;
98836016;479191589;479191538;
98835914;1143317257;1143316692;
98835914;1143316692;1143318132;
98835914;1143318132;1143317778;
98835914;1143317778;1143318754;
98835914;1143318754;1143318424;
98835914;1143318424;1143318441;
39846855;311889487;428216364;
39846855;428216364;1108285814;
39846855;1108285814;428214946;
39921299;479292902;479297778;
39921299;479297778;479297781;
39921299;479297781;479297783;
39921299;479297783;479297773;
39928995;479297772;479412141;
39928995;479412141;479412156;
39928995;479412156;1143318805;
39928995;1143318805;1143318458;
39935521;479512742;479519998;
39935521;479519998;479519999;
39935521;479519999;479520002;
39935521;479520002;479520003;
39935521;479520003;479520005;
39935521;479520005;479520006;
39935521;479520006;479520007;
39935521;479520007;1108247081;
39935521;1108247081;479520009;
39915315;479226460;479235515;
39915315;479235515;479235531;
39915315;479235531;479235548;
39915315;479235548;479235565;
39915315;479235565;479235576;
39928994;479412088;479412095;
39928994;479412095;479412099;
39928994;479412099;479412103;
39928994;479412103;479412110;
39928994;479412110;479411938;
39928994;479411938;479297772;
39930970;479435788;479435793;
39930970;479435793;479435796;
39930970;479435796;479435798;
39930970;479435798;479435801;
39930970;479435801;479435806;
39921304;479297773;479297788;
39921304;479297788;1143318458;
39931645;479435852;479437609;
39915326;479225779;479235681;
39915326;479235681;479235715;
39915326;479235715;479235802;
39915326;479235802;479235822;
39915326;479235822;479235828;
39915326;479235828;479235833;
39915326;479235833;1143318734;
39915326;1143318734;479235838;
39915326;479235838;479235856;
39915326;479235856;479235883;
39915326;479235883;479235902;
39915326;479235902;479235924;
39915326;479235924;479235933;
39915326;479235933;297880381;
39914653;479226382;479226397;
39914653;479226397;479226460;
39914653;479226460;479226469;
39914653;479226469;479226488;
39914653;479226488;479226501;
39914653;479226501;479226522;
39914653;479226522;479226536;
39914653;479226536;479226548;
39914653;479226548;297880486;
39928989;479411934;479411901;
39928989;479411901;479411938;
36836044;1264279340;428214875;
36836044;428214875;428215569;
36836044;428215569;428215571;
36836044;428215571;1218948006;
36836044;1218948006;428215572;
36836044;428215572;428215573;
36836044;428215573;428215574;
36836044;428215574;428215575;
36836044;428215575;428215576;
36836044;428215576;428215577;
36836044;428215577;428215578;
36836044;428215578;428215579;
36836044;428215579;428215580;
36836044;428215580;1143317257;
36836044;1143317257;428215440;
36836044;428215440;428215583;
36836044;428215583;428215584;
36836044;428215584;428215585;
39912031;479183292;3396198794;
39912031;3396198794;479188257;
39912031;479188257;479191538;
39912031;479191538;479189427;
39912031;479189427;479192415;
39912031;479192415;479188266;
107613615;479185130;479185140;
107613615;479185140;479184136;
107613615;479184136;479184009;
107613615;479184009;479185158;
107613615;479185158;479185240;
107613615;479185240;479185253;
107613615;479185253;479185259;
107613615;479185259;479185282;
107613615;479185282;479185312;
107613615;479185312;1236473152;
107613615;1236473152;1236473146;
107613615;1236473146;2303963043;
107613615;2303963043;1236473147;
107613615;1236473147;1236473144;
107613615;1236473144;3396198608;
107613615;3396198608;3396198609;
120827014;1353859198;1353859184;
120827014;1353859184;1353859187;
120827015;1353859190;1353859188;
120827015;1353859188;1353859185;
13843680;129676781;129676697;
13843680;129676697;129676696;
13843680;129676696;129665112;
13843680;129665112;129665113;
13843680;129665113;129665115;
13843680;129665115;129665117;
13843680;129665117;129665118;
13843680;129665118;129665120;
13843680;129665120;129665121;
13843680;129665121;1353859193;
13843680;1353859193;129665123;
13843680;129665123;1353859187;
28996911;311889375;428214905;
28996911;428214905;428214906;
28996911;428214906;311889445;
28996911;311889445;428216714;
28996911;428216714;311889366;
28996911;311889366;428214907;
28996911;428214907;111415446;
28996911;111415446;1239645101;
39914721;479226826;479226866;
39914721;479226866;479226880;
39914721;479226880;479226885;
39914721;479226885;479226891;
39914721;479226891;479226309;
39914721;479226309;479226894;
39914721;479226894;479226904;
39914721;479226904;479226915;
39914721;479226915;479225907;
39914721;479225907;479226935;
39914721;479226935;479226954;
39914721;479226954;479226973;
39914721;479226973;1594649006;
39914721;1594649006;479226985;
39914721;479226985;479226998;
39914721;479226998;478928715;
95841143;1110673511;1110673588;
128635021;1300530260;1300530258;
128635022;1300530263;1300530261;
41379111;503018146;503018147;
41379111;503018147;1300530260;
41379111;1300530260;503018148;
41379111;503018148;1300530263;
41379111;1300530263;503018150;
41379111;503018150;3055623009;
41379111;3055623009;506097294;
41379110;506097316;506097294;
153804354;1664454455;1664454451;
153804355;1143318424;1664454445;
153804355;1664454445;1664454447;
153804355;1664454447;1664454475;
153804355;1664454475;1664454452;
153804355;1664454452;1664454467;
153804355;1664454467;1664454454;
153804355;1664454454;314074592;
153804358;1664454457;1664454460;
153804358;1664454460;1664454451;
153804358;1664454451;3149005236;
153804358;3149005236;1664454468;
153804358;1664454468;1664454469;
153804358;1664454469;1664454482;
153804358;1664454482;3149005233;
153804358;3149005233;126554316;
